Store_Dept_Date,Weekly_Sales
11_2_2013-03-15,8032.86
11_3_2013-03-15,4907.49
11_4_2013-03-15,9574.07
11_5_2013-03-15,6184.0
11_6_2013-03-15,1768.31
11_7_2013-03-15,7238.93
11_8_2013-03-15,12290.74
11_9_2013-03-15,8324.04
11_10_2013-03-15,10327.67
11_11_2013-03-15,11247.4
11_12_2013-03-15,2642.74
11_13_2013-03-15,8630.34
11_14_2013-03-15,3418.12
11_16_2013-03-15,11675.52
11_17_2013-03-15,2133.66
11_18_2013-03-15,2080.8
11_19_2013-03-15,574.25
11_20_2013-03-15,1350.07
11_21_2013-03-15,1298.27
11_22_2013-03-15,2467.32
11_23_2013-03-15,6488.51
11_24_2013-03-15,2122.18
11_25_2013-03-15,2588.73
11_26_2013-03-15,1794.78
11_27_2013-03-15,311.04
11_28_2013-03-15,150.82
11_29_2013-03-15,1209.95
11_30_2013-03-15,1017.48
11_31_2013-03-15,680.67
11_32_2013-03-15,2601.35
11_33_2013-03-15,1449.61
11_34_2013-03-15,3765.62
11_35_2013-03-15,1419.83
11_36_2013-03-15,875.68
11_37_2013-03-15,875.68
11_38_2013-03-15,8485.74
11_40_2013-03-15,4727.66
11_41_2013-03-15,851.99
11_42_2013-03-15,3110.13
11_44_2013-03-15,1746.6
11_46_2013-03-15,2466.53
11_49_2013-03-15,11.21
11_52_2013-03-15,399.45
11_54_2013-03-15,54.35
11_55_2013-03-15,3240.25
11_56_2013-03-15,2820.44
11_58_2013-03-15,1182.32
11_59_2013-03-15,47.31
11_60_2013-03-15,208.03
11_67_2013-03-15,4463.73
11_71_2013-03-15,656.21
11_72_2013-03-15,28604.52
11_74_2013-03-15,5245.52
11_79_2013-03-15,5374.81
11_80_2013-03-15,199.96
11_81_2013-03-15,3457.17
11_82_2013-03-15,6234.82
11_83_2013-03-15,171.93
11_85_2013-03-15,1574.51
11_87_2013-03-15,8625.14
11_90_2013-03-15,5146.36
11_91_2013-03-15,3952.92
11_92_2013-03-15,15332.73
11_93_2013-03-15,35291.01
11_94_2013-03-15,38193.9
11_95_2013-03-15,26208.13
11_96_2013-03-15,10163.65
11_97_2013-03-15,4992.52
11_98_2013-03-15,8219.41
11_1_2013-03-22,1146.23
11_2_2013-03-22,8053.86
11_3_2013-03-22,4932.56
11_4_2013-03-22,9720.36
11_5_2013-03-22,6154.35
11_6_2013-03-22,1761.34
11_7_2013-03-22,7236.94
11_8_2013-03-22,12646.31
11_9_2013-03-22,10806.97
11_10_2013-03-22,11112.54
11_11_2013-03-22,12073.34
11_12_2013-03-22,2734.43
11_13_2013-03-22,8662.2
11_14_2013-03-22,3488.71
11_16_2013-03-22,11862.0
11_17_2013-03-22,2131.45
11_18_2013-03-22,2142.75
11_19_2013-03-22,631.25
11_20_2013-03-22,1351.64
11_21_2013-03-22,1294.55
11_22_2013-03-22,2558.89
11_23_2013-03-22,6603.97
11_24_2013-03-22,2120.71
11_25_2013-03-22,2685.05
11_26_2013-03-22,1752.73
11_27_2013-03-22,357.79
11_28_2013-03-22,147.93
11_29_2013-03-22,1214.07
11_30_2013-03-22,1015.26
11_31_2013-03-22,680.2
11_32_2013-03-22,2662.45
11_33_2013-03-22,1755.77
11_34_2013-03-22,3929.18
11_35_2013-03-22,1319.01
11_36_2013-03-22,819.3
11_37_2013-03-22,819.3
11_38_2013-03-22,8485.74
11_40_2013-03-22,4727.66
11_41_2013-03-22,996.61
11_42_2013-03-22,3140.55
11_44_2013-03-22,1791.61
11_46_2013-03-22,2467.0
11_49_2013-03-22,19.42
11_52_2013-03-22,410.66
11_54_2013-03-22,45.13
11_55_2013-03-22,3274.06
11_56_2013-03-22,3166.59
11_58_2013-03-22,1237.47
11_59_2013-03-22,51.82
11_60_2013-03-22,209.36
11_67_2013-03-22,4498.83
11_71_2013-03-22,644.1
11_72_2013-03-22,26294.69
11_74_2013-03-22,5184.76
11_79_2013-03-22,5297.76
11_80_2013-03-22,196.05
11_81_2013-03-22,3448.25
11_82_2013-03-22,6351.22
11_83_2013-03-22,204.98
11_85_2013-03-22,1455.41
11_87_2013-03-22,9591.48
11_90_2013-03-22,5142.19
11_91_2013-03-22,4074.2
11_92_2013-03-22,16332.78
11_93_2013-03-22,35291.01
11_94_2013-03-22,38193.9
11_95_2013-03-22,26467.37
11_96_2013-03-22,10163.65
11_97_2013-03-22,4992.27
11_98_2013-03-22,8219.41
11_1_2013-03-29,1146.23
11_2_2013-03-29,8047.96
11_3_2013-03-29,4932.56
11_4_2013-03-29,9698.62
11_5_2013-03-29,6174.49
11_6_2013-03-29,1748.66
11_7_2013-03-29,7236.94
11_8_2013-03-29,12646.31
11_9_2013-03-29,10806.97
11_10_2013-03-29,11147.68
11_11_2013-03-29,12140.6
11_12_2013-03-29,2737.94
11_13_2013-03-29,8662.2
11_14_2013-03-29,3488.71
11_16_2013-03-29,11752.75
11_17_2013-03-29,2140.35
11_18_2013-03-29,2142.73
11_19_2013-03-29,631.25
11_20_2013-03-29,1351.64
11_21_2013-03-29,1301.52
11_22_2013-03-29,2531.52
11_23_2013-03-29,6595.24
11_24_2013-03-29,2118.17
11_25_2013-03-29,2685.05
11_26_2013-03-29,1752.73
11_27_2013-03-29,358.89
11_28_2013-03-29,149.49
11_29_2013-03-29,1209.97
11_30_2013-03-29,1015.26
11_31_2013-03-29,677.01
11_32_2013-03-29,2672.12
11_33_2013-03-29,1636.63
11_34_2013-03-29,3925.36
11_35_2013-03-29,1357.49
11_36_2013-03-29,820.75
11_37_2013-03-29,820.75
11_38_2013-03-29,8485.74
11_40_2013-03-29,4727.66
11_41_2013-03-29,942.62
11_42_2013-03-29,3134.37
11_44_2013-03-29,1792.18
11_46_2013-03-29,2467.0
11_49_2013-03-29,18.91
11_52_2013-03-29,408.83
11_55_2013-03-29,3280.93
11_56_2013-03-29,3166.59
11_58_2013-03-29,1237.47
11_59_2013-03-29,49.18
11_60_2013-03-29,208.01
11_67_2013-03-29,4498.83
11_71_2013-03-29,651.44
11_72_2013-03-29,26294.69
11_74_2013-03-29,5185.67
11_79_2013-03-29,5328.57
11_80_2013-03-29,191.14
11_81_2013-03-29,3452.48
11_82_2013-03-29,6279.63
11_83_2013-03-29,204.88
11_85_2013-03-29,1473.46
11_87_2013-03-29,9555.96
11_90_2013-03-29,5145.0
11_91_2013-03-29,4072.87
11_92_2013-03-29,16247.18
11_93_2013-03-29,35291.01
11_94_2013-03-29,38193.9
11_95_2013-03-29,26467.37
11_96_2013-03-29,10163.65
11_97_2013-03-29,4992.27
11_98_2013-03-29,8219.41
11_99_2013-03-29,1963.36
11_1_2013-04-05,1146.23
11_2_2013-04-05,8114.14
11_3_2013-04-05,5301.3
11_4_2013-04-05,9892.9
11_5_2013-04-05,6804.81
11_6_2013-04-05,1849.2
11_7_2013-04-05,11297.7
11_8_2013-04-05,12550.63
11_9_2013-04-05,11737.05
11_10_2013-04-05,11735.04
11_11_2013-04-05,12391.94
11_12_2013-04-05,2794.35
11_13_2013-04-05,8682.06
11_14_2013-04-05,4165.53
11_16_2013-04-05,13728.89
11_17_2013-04-05,2169.6
11_18_2013-04-05,2622.83
11_19_2013-04-05,748.46
11_20_2013-04-05,1433.24
11_21_2013-04-05,1332.21
11_22_2013-04-05,2778.86
11_23_2013-04-05,6672.8
11_24_2013-04-05,2192.72
11_25_2013-04-05,2825.36
11_26_2013-04-05,1758.99
11_27_2013-04-05,365.89
11_28_2013-04-05,148.49
11_29_2013-04-05,1210.38
11_30_2013-04-05,1015.71
11_31_2013-04-05,679.29
11_32_2013-04-05,2862.17
11_33_2013-04-05,1947.25
11_34_2013-04-05,4120.14
11_35_2013-04-05,1247.58
11_36_2013-04-05,810.62
11_37_2013-04-05,810.62
11_38_2013-04-05,8432.5
11_40_2013-04-05,4727.66
11_41_2013-04-05,1012.16
11_42_2013-04-05,3219.92
11_44_2013-04-05,1948.54
11_46_2013-04-05,2446.33
11_49_2013-04-05,32.19
11_52_2013-04-05,1117.92
11_54_2013-04-05,48.22
11_55_2013-04-05,3691.83
11_56_2013-04-05,3725.94
11_58_2013-04-05,1384.23
11_59_2013-04-05,66.84
11_60_2013-04-05,212.16
11_67_2013-04-05,4521.61
11_71_2013-04-05,671.79
11_72_2013-04-05,26644.64
11_74_2013-04-05,5171.81
11_79_2013-04-05,5410.77
11_80_2013-04-05,211.34
11_81_2013-04-05,3439.92
11_82_2013-04-05,6296.62
11_83_2013-04-05,221.1
11_85_2013-04-05,1440.83
11_87_2013-04-05,9630.34
11_90_2013-04-05,5106.49
11_91_2013-04-05,4046.19
11_92_2013-04-05,16297.83
11_93_2013-04-05,35291.01
11_94_2013-04-05,38193.9
11_95_2013-04-05,26343.02
11_96_2013-04-05,10134.39
11_97_2013-04-05,5010.18
11_98_2013-04-05,8219.41
11_99_2013-04-05,1963.36
11_1_2013-04-12,1146.23
11_2_2013-04-12,8134.67
11_3_2013-04-12,5255.31
11_4_2013-04-12,9793.54
11_5_2013-04-12,7197.93
11_6_2013-04-12,1772.54
11_7_2013-04-12,12758.1
11_8_2013-04-12,12443.91
11_9_2013-04-12,11148.69
11_10_2013-04-12,11524.49
11_11_2013-04-12,12044.6
11_12_2013-04-12,2816.09
11_13_2013-04-12,8682.67
11_14_2013-04-12,4122.67
11_16_2013-04-12,13847.06
11_17_2013-04-12,2210.98
11_18_2013-04-12,2557.84
11_19_2013-04-12,726.98
11_20_2013-04-12,1436.75
11_21_2013-04-12,1361.4
11_22_2013-04-12,2648.79
11_23_2013-04-12,6631.78
11_24_2013-04-12,2257.57
11_25_2013-04-12,2850.43
11_26_2013-04-12,1802.0
11_27_2013-04-12,332.05
11_28_2013-04-12,151.32
11_29_2013-04-12,1195.56
11_30_2013-04-12,1015.26
11_31_2013-04-12,682.34
11_32_2013-04-12,2948.66
11_33_2013-04-12,1839.03
11_34_2013-04-12,4023.94
11_35_2013-04-12,1249.18
11_36_2013-04-12,883.65
11_37_2013-04-12,883.65
11_38_2013-04-12,8432.5
11_40_2013-04-12,4727.66
11_41_2013-04-12,888.6
11_42_2013-04-12,3207.31
11_44_2013-04-12,1921.26
11_46_2013-04-12,2446.33
11_49_2013-04-12,22.13
11_52_2013-04-12,1098.64
11_54_2013-04-12,52.43
11_55_2013-04-12,3759.59
11_56_2013-04-12,3543.37
11_58_2013-04-12,1336.33
11_59_2013-04-12,60.82
11_60_2013-04-12,212.75
11_67_2013-04-12,4415.7
11_71_2013-04-12,671.9
11_72_2013-04-12,26617.49
11_74_2013-04-12,5194.84
11_79_2013-04-12,5425.87
11_80_2013-04-12,208.48
11_81_2013-04-12,3440.36
11_82_2013-04-12,6219.07
11_83_2013-04-12,202.26
11_85_2013-04-12,1486.69
11_87_2013-04-12,9533.93
11_90_2013-04-12,5133.84
11_91_2013-04-12,4011.97
11_92_2013-04-12,16220.03
11_93_2013-04-12,35291.01
11_94_2013-04-12,38193.9
11_95_2013-04-12,26257.29
11_96_2013-04-12,10134.39
11_97_2013-04-12,5010.18
11_98_2013-04-12,8219.41
11_99_2013-04-12,1963.36
11_1_2013-04-19,1146.23
11_2_2013-04-19,8044.18
11_3_2013-04-19,4886.57
11_4_2013-04-19,9616.91
11_5_2013-04-19,6211.91
11_6_2013-04-19,1731.27
11_7_2013-04-19,7237.96
11_8_2013-04-19,12515.85
11_9_2013-04-19,9990.17
11_10_2013-04-19,10994.18
11_11_2013-04-19,11947.09
11_12_2013-04-19,2757.89
11_13_2013-04-19,8637.57
11_14_2013-04-19,3498.11
11_16_2013-04-19,11836.93
11_17_2013-04-19,2131.45
11_18_2013-04-19,2086.9
11_19_2013-04-19,576.46
11_20_2013-04-19,1350.8
11_21_2013-04-19,1301.51
11_22_2013-04-19,2467.39
11_23_2013-04-19,6533.36
11_24_2013-04-19,2119.28
11_25_2013-04-19,2608.54
11_26_2013-04-19,1795.19
11_27_2013-04-19,318.0
11_28_2013-04-19,149.9
11_29_2013-04-19,1201.38
11_30_2013-04-19,1015.26
11_31_2013-04-19,674.54
11_32_2013-04-19,2597.57
11_33_2013-04-19,1437.97
11_34_2013-04-19,3809.08
11_35_2013-04-19,1396.49
11_36_2013-04-19,857.22
11_37_2013-04-19,857.22
11_38_2013-04-19,8485.74
11_40_2013-04-19,4727.66
11_41_2013-04-19,868.68
11_42_2013-04-19,3111.8
11_44_2013-04-19,1782.15
11_46_2013-04-19,2467.0
11_49_2013-04-19,11.38
11_52_2013-04-19,401.63
11_54_2013-04-19,53.0
11_55_2013-04-19,3260.9
11_56_2013-04-19,2940.45
11_58_2013-04-19,1196.72
11_59_2013-04-19,45.62
11_60_2013-04-19,210.72
11_67_2013-04-19,4481.43
11_71_2013-04-19,653.09
11_72_2013-04-19,27192.96
11_74_2013-04-19,5244.03
11_79_2013-04-19,5341.5
11_80_2013-04-19,200.64
11_81_2013-04-19,3457.17
11_82_2013-04-19,6234.78
11_83_2013-04-19,181.85
11_85_2013-04-19,1502.59
11_87_2013-04-19,9341.35
11_90_2013-04-19,5167.2
11_91_2013-04-19,4042.02
11_92_2013-04-19,16243.02
11_93_2013-04-19,35291.01
11_94_2013-04-19,38193.9
11_95_2013-04-19,26460.51
11_96_2013-04-19,10163.65
11_97_2013-04-19,4992.27
11_98_2013-04-19,8219.41
11_99_2013-04-19,1963.36
11_1_2013-04-26,1146.23
11_2_2013-04-26,8067.6
11_3_2013-04-26,4886.57
11_4_2013-04-26,9654.98
11_5_2013-04-26,6210.87
11_6_2013-04-26,1744.17
11_7_2013-04-26,7223.12
11_8_2013-04-26,12449.74
11_9_2013-04-26,9969.99
11_10_2013-04-26,11068.98
11_11_2013-04-26,11999.65
11_12_2013-04-26,2756.69
11_13_2013-04-26,8645.12
11_14_2013-04-26,3428.82
11_16_2013-04-26,12185.02
11_17_2013-04-26,2131.45
11_18_2013-04-26,1721.76
11_19_2013-04-26,284.53
11_20_2013-04-26,1360.23
11_21_2013-04-26,1294.74
11_22_2013-04-26,2470.85
11_23_2013-04-26,6589.8
11_24_2013-04-26,2121.69
11_25_2013-04-26,2649.66
11_26_2013-04-26,1797.9
11_27_2013-04-26,315.58
11_28_2013-04-26,150.76
11_29_2013-04-26,1197.64
11_30_2013-04-26,1015.26
11_31_2013-04-26,673.03
11_32_2013-04-26,2168.29
11_33_2013-04-26,1430.97
11_34_2013-04-26,3808.95
11_35_2013-04-26,1389.05
11_36_2013-04-26,860.96
11_37_2013-04-26,860.96
11_38_2013-04-26,8485.74
11_40_2013-04-26,4727.66
11_41_2013-04-26,876.59
11_42_2013-04-26,3127.58
11_44_2013-04-26,1791.95
11_46_2013-04-26,2467.0
11_49_2013-04-26,11.41
11_52_2013-04-26,398.57
11_54_2013-04-26,53.67
11_55_2013-04-26,3267.11
11_56_2013-04-26,2901.82
11_58_2013-04-26,1174.17
11_59_2013-04-26,45.7
11_60_2013-04-26,209.09
11_67_2013-04-26,4285.38
11_71_2013-04-26,628.82
11_72_2013-04-26,26507.38
11_74_2013-04-26,5165.8
11_79_2013-04-26,5356.25
11_80_2013-04-26,203.15
11_81_2013-04-26,3457.17
11_82_2013-04-26,6253.65
11_83_2013-04-26,180.53
11_85_2013-04-26,1465.38
11_87_2013-04-26,9350.98
11_90_2013-04-26,5138.4
11_91_2013-04-26,4031.94
11_92_2013-04-26,16104.47
11_93_2013-04-26,35291.01
11_94_2013-04-26,38193.9
11_95_2013-04-26,26359.18
11_96_2013-04-26,10163.65
11_97_2013-04-26,4992.27
11_98_2013-04-26,8219.41
11_99_2013-04-26,1963.36
11_1_2013-05-03,1146.23
11_2_2013-05-03,8017.74
11_3_2013-05-03,5312.49
11_4_2013-05-03,9760.0
11_5_2013-05-03,6187.65
11_6_2013-05-03,1691.45
11_7_2013-05-03,8961.09
11_8_2013-05-03,12477.81
11_9_2013-05-03,10998.15
11_10_2013-05-03,11521.52
11_11_2013-05-03,11810.67
11_12_2013-05-03,2793.92
11_13_2013-05-03,8663.64
11_14_2013-05-03,3511.8
11_16_2013-05-03,13583.16
11_17_2013-05-03,2118.17
11_18_2013-05-03,2098.62
11_19_2013-05-03,626.09
11_20_2013-05-03,1372.94
11_21_2013-05-03,1320.88
11_22_2013-05-03,2451.5
11_23_2013-05-03,6429.1
11_24_2013-05-03,2121.38
11_25_2013-05-03,2850.32
11_26_2013-05-03,1804.17
11_27_2013-05-03,331.79
11_28_2013-05-03,150.93
11_29_2013-05-03,1210.31
11_30_2013-05-03,1015.26
11_31_2013-05-03,682.34
11_32_2013-05-03,2813.3
11_33_2013-05-03,1426.65
11_34_2013-05-03,3936.05
11_35_2013-05-03,1248.6
11_36_2013-05-03,884.7
11_37_2013-05-03,884.7
11_38_2013-05-03,8432.5
11_40_2013-05-03,4727.66
11_41_2013-05-03,856.93
11_42_2013-05-03,3136.48
11_44_2013-05-03,1762.51
11_46_2013-05-03,2446.33
11_49_2013-05-03,30.31
11_52_2013-05-03,401.85
11_54_2013-05-03,74.93
11_55_2013-05-03,3388.93
11_56_2013-05-03,3584.67
11_58_2013-05-03,1215.83
11_59_2013-05-03,45.41
11_60_2013-05-03,212.75
11_67_2013-05-03,4452.27
11_71_2013-05-03,670.5
11_72_2013-05-03,27117.64
11_74_2013-05-03,5208.81
11_79_2013-05-03,5425.77
11_80_2013-05-03,194.94
11_81_2013-05-03,3442.63
11_82_2013-05-03,6203.36
11_83_2013-05-03,192.61
11_85_2013-05-03,1510.77
11_87_2013-05-03,9415.88
11_90_2013-05-03,5129.61
11_91_2013-05-03,4027.1
11_92_2013-05-03,16078.47
11_93_2013-05-03,35291.01
11_94_2013-05-03,38193.9
11_95_2013-05-03,26248.48
11_96_2013-05-03,10134.39
11_97_2013-05-03,5010.18
11_98_2013-05-03,8219.41
11_99_2013-05-03,1963.36
11_1_2013-05-10,1146.23
11_2_2013-05-10,8134.67
11_3_2013-05-10,5255.31
11_4_2013-05-10,9752.23
11_5_2013-05-10,7200.31
11_6_2013-05-10,1842.46
11_7_2013-05-10,12758.1
11_8_2013-05-10,12433.68
11_9_2013-05-10,11148.69
11_10_2013-05-10,11512.64
11_11_2013-05-10,12067.1
11_12_2013-05-10,2633.83
11_13_2013-05-10,8666.39
11_14_2013-05-10,4120.13
11_16_2013-05-10,13362.87
11_17_2013-05-10,2211.88
11_18_2013-05-10,2557.84
11_19_2013-05-10,726.98
11_20_2013-05-10,1440.44
11_21_2013-05-10,1360.96
11_22_2013-05-10,2646.56
11_23_2013-05-10,6631.78
11_24_2013-05-10,2257.57
11_25_2013-05-10,2846.39
11_26_2013-05-10,1802.0
11_27_2013-05-10,331.39
11_28_2013-05-10,151.32
11_29_2013-05-10,1203.22
11_30_2013-05-10,1015.26
11_31_2013-05-10,683.33
11_32_2013-05-10,2991.53
11_33_2013-05-10,1839.03
11_34_2013-05-10,4014.09
11_35_2013-05-10,1247.77
11_36_2013-05-10,879.83
11_37_2013-05-10,879.83
11_38_2013-05-10,8432.5
11_40_2013-05-10,4727.66
11_41_2013-05-10,1003.42
11_42_2013-05-10,3207.31
11_44_2013-05-10,1923.31
11_46_2013-05-10,2445.86
11_49_2013-05-10,21.89
11_52_2013-05-10,1098.64
11_54_2013-05-10,53.46
11_55_2013-05-10,3756.65
11_56_2013-05-10,3472.67
11_58_2013-05-10,1325.08
11_59_2013-05-10,61.08
11_60_2013-05-10,213.17
11_67_2013-05-10,4467.68
11_71_2013-05-10,675.95
11_72_2013-05-10,27568.25
11_74_2013-05-10,5204.71
11_79_2013-05-10,5454.67
11_80_2013-05-10,214.88
11_81_2013-05-10,3436.91
11_82_2013-05-10,6257.38
11_83_2013-05-10,199.11
11_85_2013-05-10,1486.99
11_87_2013-05-10,9529.48
11_90_2013-05-10,5133.84
11_91_2013-05-10,4011.97
11_92_2013-05-10,16283.3
11_93_2013-05-10,35291.01
11_94_2013-05-10,38193.9
11_95_2013-05-10,26240.81
11_96_2013-05-10,10134.39
11_97_2013-05-10,5011.91
11_98_2013-05-10,8219.41
11_99_2013-05-10,1963.36
11_1_2013-05-17,1146.23
11_2_2013-05-17,8285.15
11_3_2013-05-17,5276.23
11_4_2013-05-17,9720.14
11_5_2013-05-17,7160.44
11_6_2013-05-17,1827.76
11_7_2013-05-17,12841.92
11_8_2013-05-17,12248.07
11_9_2013-05-17,9269.39
11_10_2013-05-17,10550.43
11_11_2013-05-17,11105.04
11_12_2013-05-17,2633.86
11_13_2013-05-17,8666.39
11_14_2013-05-17,4094.94
11_16_2013-05-17,13345.15
11_17_2013-05-17,2217.82
11_18_2013-05-17,2562.47
11_19_2013-05-17,726.98
11_20_2013-05-17,1431.06
11_21_2013-05-17,1362.98
11_22_2013-05-17,2654.44
11_23_2013-05-17,6781.75
11_24_2013-05-17,2260.47
11_25_2013-05-17,2851.11
11_26_2013-05-17,1797.9
11_27_2013-05-17,327.1
11_28_2013-05-17,151.38
11_29_2013-05-17,1207.75
11_30_2013-05-17,1017.48
11_31_2013-05-17,687.89
11_32_2013-05-17,3398.23
11_33_2013-05-17,1919.53
11_34_2013-05-17,3999.16
11_35_2013-05-17,1281.45
11_36_2013-05-17,887.97
11_37_2013-05-17,887.97
11_38_2013-05-17,8432.5
11_40_2013-05-17,4727.66
11_41_2013-05-17,927.34
11_42_2013-05-17,3195.75
11_44_2013-05-17,1914.71
11_46_2013-05-17,2445.86
11_49_2013-05-17,21.34
11_52_2013-05-17,1109.24
11_54_2013-05-17,53.4
11_55_2013-05-17,3731.98
11_56_2013-05-17,3461.99
11_58_2013-05-17,1325.08
11_59_2013-05-17,62.39
11_60_2013-05-17,211.52
11_67_2013-05-17,4803.77
11_71_2013-05-17,663.67
11_72_2013-05-17,28058.28
11_74_2013-05-17,5230.11
11_79_2013-05-17,5418.34
11_80_2013-05-17,-71.11
11_81_2013-05-17,3438.03
11_82_2013-05-17,6241.17
11_83_2013-05-17,193.09
11_85_2013-05-17,1593.73
11_87_2013-05-17,8339.87
11_90_2013-05-17,4738.85
11_91_2013-05-17,3627.81
11_92_2013-05-17,14757.67
11_93_2013-05-17,35291.01
11_94_2013-05-17,38193.9
11_95_2013-05-17,26015.49
11_96_2013-05-17,10134.39
11_97_2013-05-17,5010.43
11_98_2013-05-17,8219.41
11_99_2013-05-17,1963.36
11_1_2013-05-24,1146.23
11_2_2013-05-24,8100.84
11_3_2013-05-24,5274.1
11_4_2013-05-24,9897.75
11_5_2013-05-24,7047.5
11_6_2013-05-24,1765.02
11_7_2013-05-24,11244.33
11_8_2013-05-24,12567.56
11_9_2013-05-24,11647.37
11_10_2013-05-24,11717.01
11_11_2013-05-24,12431.7
11_12_2013-05-24,2782.82
11_13_2013-05-24,8653.21
11_14_2013-05-24,4165.53
11_16_2013-05-24,13637.22
11_17_2013-05-24,2169.11
11_19_2013-05-24,675.08
11_20_2013-05-24,1390.57
11_21_2013-05-24,1320.22
11_22_2013-05-24,2587.9
11_23_2013-05-24,6658.04
11_24_2013-05-24,2206.59
11_25_2013-05-24,2866.27
11_26_2013-05-24,1763.28
11_27_2013-05-24,373.49
11_28_2013-05-24,150.46
11_29_2013-05-24,1200.9
11_30_2013-05-24,1015.26
11_31_2013-05-24,680.33
11_32_2013-05-24,2854.75
11_33_2013-05-24,1899.98
11_34_2013-05-24,4159.0
11_35_2013-05-24,1263.59
11_36_2013-05-24,835.0
11_37_2013-05-24,835.0
11_38_2013-05-24,8432.5
11_40_2013-05-24,4727.66
11_41_2013-05-24,936.05
11_42_2013-05-24,3219.05
11_44_2013-05-24,1913.7
11_46_2013-05-24,2446.33
11_49_2013-05-24,30.7
11_52_2013-05-24,1101.28
11_54_2013-05-24,52.74
11_55_2013-05-24,3657.65
11_56_2013-05-24,3705.01
11_58_2013-05-24,1388.78
11_59_2013-05-24,64.16
11_60_2013-05-24,213.21
11_67_2013-05-24,4501.46
11_71_2013-05-24,670.08
11_72_2013-05-24,26462.63
11_74_2013-05-24,5161.14
11_79_2013-05-24,5362.51
11_80_2013-05-24,205.18
11_81_2013-05-24,3439.42
11_82_2013-05-24,6230.26
11_83_2013-05-24,220.81
11_85_2013-05-24,1464.45
11_87_2013-05-24,9481.22
11_90_2013-05-24,5108.92
11_91_2013-05-24,4045.77
11_92_2013-05-24,16232.41
11_93_2013-05-24,35291.01
11_94_2013-05-24,38193.9
11_95_2013-05-24,26347.11
11_96_2013-05-24,10134.39
11_97_2013-05-24,5010.18
11_98_2013-05-24,8219.41
11_99_2013-05-24,1963.36
11_1_2013-05-31,1146.23
11_2_2013-05-31,8032.95
11_3_2013-05-31,5358.48
11_4_2013-05-31,9917.28
11_5_2013-05-31,6208.37
11_6_2013-05-31,1683.93
11_7_2013-05-31,8837.59
11_8_2013-05-31,12695.86
11_9_2013-05-31,11822.48
11_10_2013-05-31,11729.57
11_11_2013-05-31,12004.2
11_12_2013-05-31,2756.6
11_13_2013-05-31,8667.2
11_14_2013-05-31,3604.04
11_16_2013-05-31,13464.61
11_17_2013-05-31,2115.37
11_18_2013-05-31,2205.12
11_19_2013-05-31,647.79
11_20_2013-05-31,1366.56
11_21_2013-05-31,1300.45
11_22_2013-05-31,2588.06
11_23_2013-05-31,6497.34
11_24_2013-05-31,2137.23
11_25_2013-05-31,2826.57
11_26_2013-05-31,1756.73
11_27_2013-05-31,373.46
11_28_2013-05-31,148.1
11_29_2013-05-31,1225.13
11_30_2013-05-31,1015.71
11_31_2013-05-31,676.97
11_32_2013-05-31,3233.03
11_33_2013-05-31,1818.71
11_34_2013-05-31,4061.32
11_35_2013-05-31,1246.8
11_36_2013-05-31,817.01
11_37_2013-05-31,817.01
11_38_2013-05-31,8432.5
11_40_2013-05-31,4727.66
11_41_2013-05-31,922.87
11_42_2013-05-31,3168.88
11_44_2013-05-31,1799.56
11_46_2013-05-31,2446.33
11_49_2013-05-31,35.42
11_52_2013-05-31,433.05
11_54_2013-05-31,70.67
11_55_2013-05-31,3403.32
11_56_2013-05-31,3767.24
11_58_2013-05-31,1259.68
11_59_2013-05-31,51.27
11_60_2013-05-31,212.16
11_67_2013-05-31,4891.7
11_71_2013-05-31,674.66
11_72_2013-05-31,26932.13
11_74_2013-05-31,5169.11
11_79_2013-05-31,5372.48
11_80_2013-05-31,190.97
11_81_2013-05-31,3443.93
11_82_2013-05-31,6235.73
11_83_2013-05-31,209.6
11_85_2013-05-31,1455.97
11_87_2013-05-31,9311.08
11_90_2013-05-31,5106.49
11_91_2013-05-31,4058.88
11_92_2013-05-31,16061.89
11_93_2013-05-31,35291.01
11_94_2013-05-31,38193.9
11_95_2013-05-31,26318.86
11_96_2013-05-31,10134.39
11_97_2013-05-31,5010.18
11_98_2013-05-31,8219.41
11_99_2013-05-31,1963.36
11_1_2013-06-07,1146.23
11_2_2013-06-07,8100.84
11_3_2013-06-07,5274.1
11_4_2013-06-07,9844.39
11_5_2013-06-07,7297.47
11_6_2013-06-07,1849.2
11_7_2013-06-07,11232.52
11_8_2013-06-07,12615.07
11_9_2013-06-07,11564.51
11_10_2013-06-07,11695.95
11_11_2013-06-07,12480.03
11_12_2013-06-07,2779.28
11_13_2013-06-07,8668.1
11_14_2013-06-07,4127.54
11_16_2013-06-07,13614.7
11_17_2013-06-07,2168.77
11_18_2013-06-07,2294.87
11_19_2013-06-07,672.97
11_20_2013-06-07,1388.93
11_21_2013-06-07,1324.12
11_22_2013-06-07,2543.94
11_23_2013-06-07,6723.2
11_24_2013-06-07,2207.7
11_25_2013-06-07,2881.23
11_26_2013-06-07,1763.28
11_27_2013-06-07,372.62
11_28_2013-06-07,150.46
11_29_2013-06-07,1200.9
11_30_2013-06-07,1015.26
11_31_2013-06-07,680.33
11_32_2013-06-07,2869.02
11_33_2013-06-07,1816.65
11_34_2013-06-07,4160.83
11_35_2013-06-07,1257.52
11_36_2013-06-07,845.97
11_37_2013-06-07,845.97
11_38_2013-06-07,8432.5
